Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Viet Nam,VNM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.5345819955349,23.2410475903552,23.0294421776834,22.5424367056108,21.8076993514673,19.2999788840494,18.7267854535521,18.655099701709,20.4131439246507,19.1684598670425,15.3750906872381,16.2591484896283,16.199507640393,15.2156122465127,14.8803489262722,14.4747261789547,13.8182553730866,12.9298794852362,12.3066684310428,11.7845285540387,12.6554035685556,12.6030904652745,11.8802998248459,11.8713266425191
Singapore,SGP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.092131732680321,0.0823566559095407,0.0710328000140014,0.0611340723110266,0.0556489896262466,0.0550481142142599,0.0488654244516825,0.0428679973714474,0.0414321884664469,0.0406877612701381,0.0361489888834213,0.0346076007512354,0.033272726533169,0.0343752167938134,0.0345408510735362,0.0326135138026483,0.0313442414603302,0.030663495025163,0.0300492085211082,0.0321757269350714,0.0326659815683798,0.0301708500316389,0.0256846779118822,0.0288899443180196
Philippines,PHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.9410952116747,13.302809302832,13.4484134145704,13.1509476628836,13.9844036917201,13.517547003593,13.3612491069675,13.606507617711,14.5160747573134,14.5402133153152,13.7488650524217,14.0957351510823,13.0958070106782,12.4734251044125,12.2716816211446,10.9964991548623,10.2051255325616,10.1829541314109,9.65014035815306,8.82032374730525,10.1853110317615,10.0691640204876,9.55176804414326,9.40036652869164
Indonesia,IDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,15.6787044387708,15.9949177621389,16.3196689664379,15.1853482186248,14.3357802955642,13.1266186400506,12.9738027192484,13.7166831034562,14.4817402607761,15.290148146172,13.929212707137,13.5122870743946,13.3739742350727,13.3566991621949,13.3367549992146,13.4926435578886,13.4787485470271,13.1566308462661,12.8084975586902,12.7126026577522,13.6984142796138,13.2801691376596,12.3996501634108,12.5294431866213
Malaysia,MYS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.59902188826631,8.01097059098812,8.98508140381459,9.30608521643197,9.27100209261509,8.26229170422644,8.60998284136304,9.98677367962245,9.96858233467411,9.21910004390782,10.0899159275121,11.4533531198278,9.79375074645921,9.11336384538206,8.87320901302643,8.2874950827938,8.46251885618027,8.59827753533139,7.51205693063821,7.24131401562151,8.16597089919598,9.56621458844467,8.96184922741417,7.76530932127302
Thailand,THA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.49984812084058,8.57928745008654,8.6921781801026,9.44135495796228,9.29111013904814,9.19435528237181,9.40199346621521,9.3476847010693,10.0724338253633,9.78703375942043,10.5221756369849,11.5917917775207,11.5041001535767,11.3222153379773,10.0889216151042,8.87272364786793,8.47807696285562,8.40641258665047,8.20181926195524,8.1285680400948,8.70610471503835,8.69539558179486,8.71589001488812,8.55515003809495
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
